EQUIPMENTID,TIME_OF_DAY,TOTAL_VOLUME,AVG_SPEED_ARITHMETIC,AVG_SPEED_HARMONIC,AVG_LENGTH,AVG_SPACING,OCCUPANCY
121725_C,03:45:00,10.755140186915888,95.43538317757009,92.81241121495327,774.9298504672896,866.6556261682243,0.7816635514018692
121725_C,03:50:00,11.014953271028038,96.9394953271028,94.1321308411215,771.2204112149533,882.8201308411216,0.7944485981308411
121725_C,03:55:00,10.380597014925373,96.36733208955224,93.5208395522388,792.3798507462686,896.1121641791045,0.7581343283582089
121725_C,04:00:00,10.130841121495328,95.00568224299066,92.27465420560748,803.4419252336448,902.7473271028038,0.7659626168224299
121725_C,04:05:00,11.11588785046729,94.92738317757009,92.50564485981307,778.3931775700934,844.7001495327103,0.8125981308411215
121725_C,04:10:00,12.715355805243446,95.34361423220973,92.92533707865168,773.5356741573033,785.8323970037453,0.922565543071161
121725_C,04:15:00,12.992523364485981,95.75366355140187,93.22446728971963,775.4888971962616,805.9789906542056,0.9463738317757009
121725_C,04:20:00,12.672897196261681,96.01510280373832,93.27562616822429,753.2477196261683,803.8125046728971,0.8994579439252336
121725_C,04:25:00,12.934579439252337,95.32229906542057,92.77340186915887,747.9212336448597,794.5874205607477,0.9211401869158878
121725_C,04:30:00,12.986915887850467,96.12005607476637,93.52964485981309,735.5318878504673,802.0397757009347,0.9085794392523364
121725_C,04:35:00,15.394392523364486,96.42297196261683,93.84661682242991,685.8017196261682,717.4054953271028,1.0160373831775702
121725_C,04:40:00,15.596261682242991,97.36998130841121,94.6908785046729,679.567476635514,704.4191962616823,1.0178130841121495
121725_C,04:45:00,15.403738317757009,96.79667289719626,94.06844859813084,694.3207663551401,720.2475140186915,1.022785046728972
121725_C,04:50:00,15.596261682242991,97.14779439252337,94.25366355140187,712.9071401869159,720.7446542056075,1.0572897196261681
121725_C,04:55:00,16.63177570093458,97.24471028037382,94.00796261682244,689.1773457943925,690.2258691588786,1.104355140186916
121725_C,05:00:00,17.134831460674157,96.1523595505618,92.81265917602997,693.8526029962546,664.7946441947566,1.1538389513108613
121725_C,05:05:00,17.500934579439253,96.49018691588785,93.48945794392523,695.3157196261682,667.1087476635514,1.1690841121495328
121725_C,05:10:00,17.745794392523365,96.48381308411214,93.1691214953271,709.6166542056075,666.406523364486,1.2076261682242992
121725_C,05:15:00,18.093457943925234,96.6745046728972,93.58710280373832,696.420785046729,655.6306355140188,1.2122803738317758
121725_C,05:20:00,19.1123595505618,96.48679775280898,93.41599250936329,696.6723220973784,633.2726029962547,1.2778651685393259
121725_C,05:25:00,20.33271028037383,95.94985046728972,92.97377570093458,724.5602990654206,604.7559252336448,1.4114579439252337
121725_C,05:30:00,20.89906542056075,96.05514018691589,93.26848598130842,693.0544112149532,592.0645794392523,1.3959065420560746
121725_C,05:35:00,22.85233644859813,95.67592523364486,92.76637383177571,694.1328411214953,560.9422990654206,1.5363177570093458
121725_C,05:40:00,26.82803738317757,96.15955140186917,93.39248598130841,673.5389158878505,499.18871028037387,1.7509532710280373
121725_C,05:45:00,26.807476635514018,96.63394392523365,93.52915887850467,677.6434205607476,496.28422429906544,1.7460747663551401
121725_C,05:50:00,25.646728971962617,96.70932710280374,93.55833644859813,685.4170654205608,510.4215327102804,1.7024672897196262
121725_C,05:55:00,23.598130841121495,96.17080373831776,93.11418691588784,707.8643925233645,544.1436448598131,1.6046915887850468
121725_C,06:00:00,23.08785046728972,95.31809345794393,92.43985046728972,720.804168224299,543.787476635514,1.597252336448598
121725_C,06:05:00,25.6803738317757,95.5046355140187,92.71244859813085,716.9799252336448,500.0416635514018,1.7553271028037383
121725_C,06:10:00,29.38317757009346,94.00736448598131,90.73056074766355,686.5439626168225,452.5317943925234,1.9930280373831775
121725_C,06:15:00,31.672897196261683,94.2578691588785,90.97456074766355,674.7527102803739,431.06585046728975,2.119364485981308
121725_C,06:20:00,35.433644859813086,96.25742056074766,93.3040186915888,651.0090841121495,409.15171962616824,2.2514018691588786
121725_C,06:25:00,39.27289719626168,96.3558878504673,93.41031775700934,635.5900373831776,378.9187476635514,2.4545981308411218
121725_C,06:30:00,44.71588785046729,95.27835514018692,92.33829906542056,618.0412336448599,338.3563551401869,2.7648971962616824
121725_C,06:35:00,52.570093457943926,96.38618691588785,93.41693457943924,601.6998691588785,296.47736448598135,3.152093457943925
121725_C,06:40:00,57.586915887850466,97.73229906542056,94.9065046728972,598.8974205607476,276.115738317757,3.405626168224299
121725_C,06:45:00,60.691588785046726,98.16108411214954,95.28020560747665,598.6551775700935,263.25560747663553,3.570822429906542
121725_C,06:50:00,65.74766355140187,98.11596261682243,95.23418691588785,602.5958130841121,242.37360747663553,3.8770841121495323
121725_C,06:55:00,66.54596622889306,98.46729831144465,95.4373545966229,598.3707879924954,240.63242026266417,3.9068480300187614
121725_C,07:00:00,70.53962264150944,97.51441509433963,94.6357358490566,601.7454716981132,225.2327358490566,4.181056603773585
121725_C,07:05:00,81.14606741573034,96.82569288389513,94.0030711610487,587.5785018726591,193.73417602996255,4.7736891385767795
121725_C,07:10:00,100.94756554307116,96.2565168539326,93.530468164794,572.7201498127341,154.54616104868913,5.858520599250936
121725_C,07:15:00,119.95131086142322,96.60323970037453,94.00202247191011,553.6123033707864,129.12073033707864,6.778876404494382
121725_C,07:20:00,142.59550561797752,95.45752808988765,92.90840823970036,542.9779213483147,105.67464419475655,8.035842696629214
121725_C,07:25:00,166.37827715355806,95.25732209737828,92.86215355805243,527.3118913857678,90.10945692883895,9.200580524344568
121725_C,07:30:00,188.88576779026218,94.63088014981274,92.3071722846442,520.6239700374532,78.10898876404494,10.403895131086143
121725_C,07:35:00,215.11797752808988,93.20338951310862,91.01994382022473,511.5088389513108,67.06151685393259,11.966404494382024
121725_C,07:40:00,232.97003745318352,92.5674531835206,90.40631086142322,503.4047940074906,61.69114232209738,12.931029962546816
121725_C,07:45:00,240.51123595505618,91.97859550561797,89.87305243445692,496.96265917602994,59.14112359550562,13.410861423220974
121725_C,07:50:00,244.656660412758,91.19600375234522,89.06744840525327,499.6418198874297,58.433358348968106,13.82921200750469
121725_C,07:55:00,247.03370786516854,89.56262172284644,87.34294007490637,493.9291947565543,57.30367041198502,14.61320224719101
121725_C,08:00:00,246.91573033707866,87.46258426966291,84.93694756554308,489.6564606741573,56.043876404494384,15.2087265917603
121725_C,08:05:00,249.42883895131087,84.6562734082397,81.55380149812734,482.0180711610487,52.917584269662925,16.412172284644196
121725_C,08:10:00,250.8183520599251,81.6608052434457,78.03438202247192,477.87516853932584,50.00256554307116,17.959737827715355
121725_C,08:15:00,249.4494382022472,78.47752808988764,74.63895131086142,476.2202808988764,46.81659176029963,19.37398876404494
121725_C,08:20:00,252.60412757973734,76.40472795497186,72.30236397748594,475.5750469043152,45.02452157598499,20.311819887429646
121725_C,08:25:00,244.51498127340824,73.77411985018726,69.45211610486892,473.5428464419476,43.771816479400755,21.68310861423221
121725_C,08:30:00,240.27767354596622,71.82883677298311,67.17378986866791,471.3555909943715,43.14003752345216,22.43562851782364
121725_C,08:35:00,238.1125703564728,71.0371669793621,66.24022514071295,471.7936960600375,42.415628517823635,22.709437148217635
121725_C,08:40:00,235.41463414634146,71.20153846153846,66.55988742964352,472.07872420262663,43.01499061913697,22.54855534709193
121725_C,08:45:00,231.06754221388368,72.01474671669794,67.11690431519699,473.3131519699812,44.28356472795497,22.148780487804878
121725_C,08:50:00,226.53383458646616,74.38937969924812,69.96727443609022,476.1802443609023,47.79556390977444,20.356428571428573
121725_C,08:55:00,216.89453860640302,77.93453860640301,73.92468926553673,477.3028060263654,53.38659133709981,18.447495291902072
121725_C,09:00:00,207.93005671077503,81.34712665406427,77.64051039697543,482.06597353497165,58.87039697542533,16.17671077504726
121725_C,09:05:00,198.5189393939394,84.35496212121211,80.99583333333334,483.9450568181818,64.66151515151515,14.452878787878788
121725_C,09:10:00,195.0703422053232,86.42596958174904,83.25566539923955,483.65954372623577,66.94273764258554,13.800437262357415
121725_C,09:15:00,193.9904761904762,87.85165714285715,84.92950476190475,485.9632,67.99975238095239,13.088799999999999
121725_C,09:20:00,190.1695238095238,89.06131428571429,86.19834285714285,489.90624761904763,70.36238095238095,12.343771428571428
121725_C,09:25:00,189.52975047984646,89.85809980806143,87.12537428023033,487.69182341650674,71.10236084452976,12.000383877159308
121725_C,09:30:00,184.9787234042553,90.85021276595744,88.02448742746616,492.05210831721473,74.19599613152805,11.324294003868472
121725_C,09:35:00,183.642166344294,91.61872340425532,88.88609284332689,492.68582205029014,75.23359767891682,10.886247582205028
121725_C,09:40:00,184.3359375,92.70416015625,89.9339453125,497.153828125,76.449609375,10.8625390625
121725_C,09:45:00,183.284046692607,92.24375486381324,89.62429961089494,494.6909338521401,75.9027626459144,10.72558365758755
121725_C,09:50:00,177.75875486381324,92.31202334630349,89.61350194552529,494.09570038910505,77.89875486381322,10.265505836575876
121725_C,09:55:00,175.95874263261297,93.75783889980353,91.0237721021611,502.46821218074655,80.85728880157171,10.125029469548135
121725_C,10:00:00,169.38779527559055,93.58399606299213,90.88374015748032,504.7901968503937,84.10488188976377,9.719448818897638
121725_C,10:05:00,166.72871287128712,93.66461386138613,90.98974257425742,511.45780198019804,85.73368316831683,9.526891089108911
121725_C,10:10:00,166.0595238095238,93.6588492063492,90.93053571428571,509.8044642857143,86.20656746031746,9.500595238095238
121725_C,10:15:00,164.53677932405566,92.98638170974155,90.30075546719682,505.9800397614314,85.79133200795229,9.339642147117296
121725_C,10:20:00,163.11354581673308,93.44651394422311,90.71362549800796,510.848764940239,87.07645418326693,9.257171314741036
121725_C,10:25:00,160.91583166332666,93.97078156312625,91.16170340681363,507.96899799599197,89.51354709418838,8.995350701402806
121725_C,10:30:00,161.204,93.5029,90.76212,506.97706,88.50752,8.933399999999999
121725_C,10:35:00,159.31663326653307,93.69997995991984,90.94068136272546,511.348376753507,88.98627254509019,8.834088176352706
121725_C,10:40:00,158.14658634538154,93.56070281124498,90.79875502008032,505.78985943775103,90.06004016064257,8.71194779116466
121725_C,10:45:00,156.82897384305835,93.49398390342053,90.75764587525151,508.2494366197183,89.76822937625754,8.60076458752515
121725_C,10:50:00,154.3393574297189,93.40961847389558,90.7287751004016,511.7484538152611,91.47467871485944,8.583313253012047
121725_C,10:55:00,151.5441767068273,93.46815261044176,90.72997991967871,506.449718875502,93.36411646586346,8.366987951807229
