Count
0.011263799
3.0
0.0
0.0
123.0
0.03795076
3.0
3.0
12.0
3.0
3.0
3.0
0.0
60.0
3.0
3.0
3.0
0.0
0.0
0.0
3.0
3.0
3.0
0.0
321.0
3.0
3.0
0.0058751656
0.00017751567
3.0
2.8191924
0.0
0.0
3.0
0.0
0.05871882
0.019477172
0.0
0.0
0.012721186
1.9154674
3.0
3.0
0.0
3.0
3.0
3.0
3.0
0.23764142
3.0
2.0166588
3.0
3.0
80.94122
0.06742437
0.0
0.0
3.0
0.0
1.5572879
3.0
3.0
3.0
3.0
0.0
3.0
3.0
3.0
3.0
2.1535962
0.00065148127
3.0
1.1125586
0.0
3.0
3.0
3.0
0.005888735
3.0
0.0
3.0
0.12022472
3.0
0.36227658
0.0
0.0
2.2811642
0.0035792226
3.0
0.0
2.556313
3.0
3.0
0.0
0.0
3.0
0.0
0.0
0.0
3.0
2.2022803
3.0
3.0
3.0
3.0
31.16467
3.0
3.0
0.13159621
3.0
3.0
3.0
0.0
0.0
2.8545494
3.0
3.0
0.0
0.0
3.0
1.2175406
0.20454237
3.0
3.0
3.0
0.0
3.0
0.0
0.0021438666
3.0
3.0
0.0
3.0
3.0
3.0
0.07364181
27.863415
2.3548875
3.0
3.0
3.0
0.0
2.996969
3.0
3.0
3.0
3.0
2.9969437
3.0
1.8390396
3.0
0.0065299235
0.0
0.0
0.0
0.0
0.8643708
107.74091
3.0
3.0
3.0
3.0
0.008968879
1.8417306
0.0019807236
3.0
0.19541949
3.0
0.02160838
3.0
0.0
3.0
3.0
3.0
1.4983151
3.0
1.3898796
0.0
1.580857
0.0
0.0
2.8377557
2.9993057
3.0
0.0
3.0
2.8073823
3.0
3.0
0.12489279
3.0
0.0
3.0
3.0
0.00027572302
3.0
0.0
3.0
3.0
0.0
0.0
3.0
3.0
3.0
3.0
0.0
3.0
0.0
2.998837
0.0
3.0
0.0
2.878488
0.0
0.0012976739
0.0
0.14421247
0.0
3.0
3.0
3.0
3.0
3.0
3.0
0.29632598
2.4647012
0.9227567
1.4032707
3.0
0.0033933877
0.0
0.0
0.0
0.005484512
3.0
0.0
0.003344174
0.0062820846
0.0
1.9957347
0.0
3.0
3.0
0.04911886
3.0
0.0
1.4429393
0.0
1.676019
31.423294
3.0
3.0
3.0
1.9042864
3.0
3.0
2.731953
0.71851385
3.0
0.0
0.0
3.0
3.0
3.0
0.0
0.0
3.0
3.0
2.6936376
3.0
0.008081341
0.0
1.5062206
0.0
0.00671125
3.0
0.0011750174
0.0
0.0
1.7760501
2.7550259
0.0
3.0
3.0
0.0
0.0
0.8298316
3.0
3.0
2.8982031
3.0
0.0
0.0
55.997353
0.0
0.0
0.0
0.07414532
2.9978647
3.0
2.4793587
2.0761633
2.5491078
0.0
3.0
2.1834092
0.0
3.0
0.0
0.0
2.9995098
0.0
0.0
0.0
0.0
3.0
0.00019208717
2.6158495
0.0
3.0
3.0
0.0
0.0
3.0
0.121173635
0.0
0.0
0.0022024575
0.0
0.51881766
0.0
3.0
1.1637402
0.0
0.0
0.0
3.0
0.8271271
0.0
0.0
0.0
3.0
0.0
0.0
0.0
0.5992691
0.0
0.0
0.0
0.0
0.0
0.043545548
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.0
3.0
0.38287523
0.0
3.0
2.3794622
0.4659454
0.0
0.0
3.0
3.0
0.0
0.07652279
0.0
0.0
0.0
3.0
0.0
0.0
1.5541854
3.0
0.0
0.0
3.0
3.0
0.0
3.0
0.44104528
3.0
3.0
3.0
3.0
3.0
0.0
2.192767
3.0
3.0
0.0
0.39130253
0.09067685
239.36018
3.0
3.0
3.0
2.5433097
3.0
0.0016644751
0.0
0.0
0.0
3.0
3.0
3.0
3.0
3.0
0.0
3.0
3.0
3.0
0.0
0.0
3.0
3.0
3.0
2.6550465
0.78023636
0.075513996
0.0
3.0
30.0
2.999624
3.0
0.0
2.8157368
3.0
3.0
3.0
0.0
0.0
3.0
3.0
3.0
3.0
3.0
1.3293129
3.0
2.997642
0.0
3.0
3.0
3.0
0.0
3.0
0.019177668
0.36699215
0.6413517
3.0
3.0
3.0
3.0
3.0
0.0
0.1068971
0.0
0.5436793
0.0
0.0
3.0
2.679854
2.3892398
3.0
3.0
0.0044496786
0.0
1.3334568
3.0
3.0
29.777721
1.6182182
3.0
0.021622218
3.0
3.0
3.0
3.0
3.0
0.23232526
3.0
3.0
0.0
0.0
3.0
3.0
0.0
3.0
0.0
3.0
2.3884976
3.0
1.7388532
0.0
0.0
3.0
3.0
3.0
0.0
0.0
0.14291582
0.0
3.0
0.0
3.0
0.0
3.675754
0.04871704
0.0
0.0
3.0
3.0
3.0
1.310411
0.0
3.0
3.0
3.0
3.0
3.0
3.0
0.0
3.0
3.0
3.0
3.0
3.0
0.13748829
3.0
3.0
0.0
0.0826793
3.0
0.6419702
0.0
0.0
0.0
0.0
3.0
3.0
3.0
0.0
0.0
0.002498016
3.0
3.0
3.0
0.0
0.0
0.0
0.0
0.0
1.9662762
0.0
0.12883788
3.0
0.0
2.034863
3.0
3.0
0.0
0.0
3.0
2.8294325
3.0
3.0
0.0
0.0
3.0
0.0
0.01663058
0.0
24.0
3.0
0.0
1.1708956
0.0
3.0
3.0
3.0
3.0
0.012738836
0.0
0.0
3.0
0.0
3.0
0.0
3.0
0.0
3.0
0.0
0.00019363275
1.345664
0.0
3.0
3.0
0.0
3.0
1.1207037
3.0
0.0
0.42339224
0.0017191933
3.0
3.0
3.0
1.988368
0.1365146
3.0
3.0
2.8529594
3.0
3.0
4.540565
2.3598814
3.0
32.31819
0.0
3.0
0.0
3.0
3.0
0.17899561
0.30401975
0.0
3.0
3.0
3.0
0.0055475147
0.0
1.5842094
0.0
0.0
3.0
0.020609995
0.0
0.0
0.0
1.5805209
2.8341649
0.0
0.0
0.0
3.0
0.0
3.0
3.0
3.0
3.0
43.041847
3.0
0.0
2.7069023
3.0
2.5640094
3.0
3.0
0.0
3.0
3.0
0.0
0.07225518
